"",".id","X......id","X....TimeUS","X....DateUS","X....League","netEMEdge.High","PropHKPriceEdge.High","PropnetProbBEdge.High","KProbHKPrice.High","KProbnetProbB.High","KProbFixed.High","KProbFixednetProbB.High","X.KEMProb.High","KEMProbnetProbB.High","KProbHalf.High","KProbHalfnetProbB.High","KProbQuarter.High","KProbQuarternetProbB.High","KProbAdj.High","KProbAdjnetProbB.High","KHalfAdj.High","KHalfAdjnetProbB.High","KEMQuarterAdj.High","KEMQuarterAdjnetProbB.High"
"957","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  ","3rd Qu.:144753  "
"958","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  ","Max.   :194205  "
"959","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  ","Min.   : 21402  "
"961","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  ","1st Qu.: 78617  "
"962","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  ","Median :110564  "
"963","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  ","Mean   :110533  "
"964","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  ","3rd Qu.:144758  "
"965","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  ","Max.   :194213  "
"966","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  "
"968","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  ","1st Qu.: 79428  "
"969","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  ","Median :111660  "
"970","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  ","Mean   :111825  "
"971","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  ","3rd Qu.:146612  "
"972","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  ","Max.   :196056  "
"973","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  ","Min.   : 22052  "
"975","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  ","1st Qu.: 79425  "
"976","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  ","Median :111654  "
"977","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  ","Mean   :111822  "
"978","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  ","3rd Qu.:146608  "
"979","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  ","Max.   :196053  "
"980","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  "
"982","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  ","1st Qu.: 79490  "
"983","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  ","Median :111776  "
"984","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  ","Mean   :111944  "
"985","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  ","3rd Qu.:146782  "
"986","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  ","Max.   :196283  "
"987","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  ","Min.   : 22057  "
"989","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  ","1st Qu.: 79486  "
"990","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  ","Median :111769  "
"991","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  ","Mean   :111940  "
"992","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  ","3rd Qu.:146779  "
"993","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  ","Max.   :196280  "
"994","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  "
"996","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  ","1st Qu.: 74640  "
"997","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  "
"998","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  ","Mean   :104774  "
"999","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  ","3rd Qu.:137199  "
"1000","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  ","Max.   :183714  "
"1001","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  ","Min.   : 20684  "
"1003","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  ","1st Qu.: 74643  "
"1004","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  ","Median :104679  "
"1005","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  ","Mean   :104777  "
"1006","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  ","3rd Qu.:137204  "
"1007","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  ","Max.   :183722  "
"1008","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  ","Min.   : 20687  "
"1010","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  ","1st Qu.: 74646  "
"1011","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  ","Median :104693  "
